,Akcje,C/WK,C/Z,Kapitalizacja na koniec miesiąca (mln),Kapitalizacja na koniec okresu (mln),Stopa,Unnamed: 5,Wartość,Wielkość,okres
74,72 TUEUROPA,"3,30","17,0",,"273 65 0,14",---,,"82,90","7,88",2004-11
75,73 NOWAGALA,"2,79","19,7",,"272 64 0,14",---,,"97,27","36,94",2004-11
76,74 KOELNER,"4,19","10,8",,"261 62 0,13",---,,"62,24","23,00",2004-11
77,75 ELDORADO,"2,85","16,4",,"250 59 0,13","0,7",,"87,68","6,64",2004-11
0,,,,,,dywidendy (%),,księgowa (mln zł),emisji (mln),2004-12
1,Shares,P/BV,P/E,,Market capitalisation at the period-end (mil),Dividend,,Book,Shares,2004-12
2,,,,,PLN EUR %,yield (%),,value (PLN mil),outstanding (mil),2004-12
3,1 PKOBP,"3,63","19,2",,"27 800 6 815 12,97",---,,"7 665,45","1 000,00",2004-12
4,2 TPSA,"1,84","15,7",,"27 720 6 796 12,93","0,6",,"15 072,66","1 400,00",2004-12
5,3 PEKAO,"3,09","19,7",,"22 974 5 632 10,72","3,3",,"7 443,58","166,48",2004-12
6,4 PKNORLEN,"1,50","7,7",,"16 167 3 964 7,54","1,7",,"10 765,17","427,71",2004-12
7,5 BANKBPH,"2,59","22,8",,"14 645 3 590 6,83","1,7",,"5 652,84","28,72",2004-12
8,6 HANDLOWY,"1,40","24,1",,"8 375 2 053 3,91","2,9",,"6 002,14","130,66",2004-12
9,7 BZWBK,"2,47","21,5",,"7 077 1 735 3,30","0,3",,"2 866,43","72,96",2004-12
10,8 KGHM,"1,26","3,8",,"6 260 1 535 2,92",---,,"4 966,57","200,00",2004-12
11,9 ZYWIEC,"4,52","20,0",,"5 124 1 256 2,39","4,4",,"1 134,33","11,34",2004-12
12,10 INGBSK,"1,71","23,2",,"5 061 1 241 2,36","0,2",,"2 956,49","13,01",2004-12
13,11 BRE,"1,46","86,6",,"3 273 802 1,53",---,,"2 245,46","28,71",2004-12
14,12 AGORA,"2,97","114,9",,"3 224 790 1,50",---,,"1 086,61","56,76",2004-12
15,13 SWIECIE,"4,40","11,6",,"2 900 711 1,35","8,6",,"659,55","50,00",2004-12
16,14 MILLENNIUM,"1,53","21,4",,"2 853 699 1,33",---,,"1 867,52","849,18",2004-12
17,15 TVN,"12,18","19,3",,"2 579 632 1,20",---,,"211,86","65,80",2004-12
18,16 KREDYTB,"1,84",x,,"2 567 629 1,20",---,,"1 397,65","271,66",2004-12
19,17 BORYSZEW,"11,14","30,9",,"2 396 587 1,12","0,5",,"215,19","119,21",2004-12
20,18 EFL,"3,00","35,5",,"2 329 571 1,09","1,7",,"775,55","42,97",2004-12
21,19 GTC,"1,52","56,8",,"2 106 516 0,98","1,9",,"1 382,70","19,87",2004-12
22,20 PROKOM,"2,98","37,0",,"2 042 501 0,95",---,,"684,85","13,89",2004-12
23,21 WARTA,"2,67","22,0",,"1 711 419 0,80",---,,"639,72","8,13",2004-12
24,22 NETIA,"0,73","7,9",,"1 634 401 0,76",---,,"2 224,50","366,47",2004-12
25,23 CERSANIT,"4,12","14,9",,"1 555 381 0,73",---,,"377,74","13,29",2004-12
26,24 KETY,"3,28","15,5",,"1 376 337 0,64","1,9",,"419,68","10,50",2004-12
27,25 DEBICA,"2,10","10,8",,"1 360 333 0,63","7,9",,"646,17","13,80",2004-12
28,26 GRAJEWO,"2,90","16,1",,"1 352 331 0,63","4,6",,"466,19","6,76",2004-12
29,27 ORBIS,"0,90","22,3",,"1 143 280 0,53","1,4",,"1 265,37","46,08",2004-12
30,28 BUDIMEX,"2,09","289,9",,"1 075 264 0,50",---,,"514,58","25,53",2004-12
31,29 FORTISPL,"1,87","16,4",,"1 071 262 0,50",---,,"572,26","15,08",2004-12
32,30 GETIN,"2,56",x,,"992 243 0,46",---,,"387,40","315,00",2004-12
33,31 LPP,"5,01","27,3",,"905 222 0,42",---,,"180,82","1,70",2004-12
34,32 ECHO,"2,35","28,3",,"855 210 0,40",---,,"363,91","10,50",2004-12
35,33 COMPLAND,"3,85","42,9",,"762 187 0,36",---,,"197,71","6,86",2004-12
36,34 PGF,"4,09","16,7",,"729 179 0,34","3,4",,"178,17","12,24",2004-12
37,35 NFIEMF,"1,17",x,,"717 176 0,33",---,,"612,43","109,41",2004-12
38,36 FARMACOL,"2,25","12,1",,"674 165 0,31",---,,"299,51","23,40",2004-12
39,37 DUDA,"5,33","29,7",,"663 162 0,31",---,,"124,27","4,82",2004-12
40,38 NORDEABP,"1,31","37,9",,"644 158 0,30",---,,"491,32","33,62",2004-12
41,39 BOS,"1,07","23,7",,"638 156 0,30","0,2",,"593,79","13,20",2004-12
42,40 POLFKUTNO,"3,47","27,5",,"631 155 0,29",---,,"181,69","1,88",2004-12
43,41 POLIMEXMS,"3,63","19,8",,"623 153 0,29","0,6",,"171,71","18,55",2004-12
44,42 SOKOLOW,"1,96","13,9",,"586 144 0,27",---,,"298,72","100,19",2004-12
45,43 SOFTBANK,"4,22","28,6",,"585 143 0,27",---,,"138,46","20,95",2004-12
46,44 GROCLIN,"2,68","13,2",,"561 138 0,26",---,,"209,36","5,50",2004-12
47,45 IMPEXMET,"1,19","20,8",,"539 132 0,25",---,,"454,11","10,63",2004-12
48,46 ELEKTRIM,"1,69","0,9",,"532 130 0,25",---,,"314,91","83,77",2004-12
49,47 STALPROD,"2,82","8,0",,"528 129 0,25","1,6",,"186,95","6,73",2004-12
50,48 DWORY,"1,38","8,6",,"519 127 0,24",---,,"376,41","12,75",2004-12
51,49 DZPOLSKA,"2,36","183,5",,"498 122 0,23",---,,"211,03","41,00",2004-12
52,50 PBG,"3,70","32,5",,"498 122 0,23",---,,"134,62","10,53",2004-12
53,51 COMARCH,"4,39","28,0",,"490 120 0,23",---,,"111,58","6,85",2004-12
54,52 FORTWRO,"1,16","47,8",,"486 119 0,23","1,0",,"418,91","50,60",2004-12
55,53 MENNICA,"1,84","16,8",,"480 118 0,22","1,4",,"260,52","6,57",2004-12
56,54 KRUSZWICA,"2,48","12,6",,"453 111 0,21",---,,"182,73","12,94",2004-12
57,55 INTERCARS,"4,99","25,9",,"442 108 0,21","0,5",,"88,55","11,82",2004-12
58,56 KOGENERA,"0,68","18,9",,"407 100 0,19","2,0",,"597,92","14,90",2004-12
59,57 GRUPAONET,"7,03","16,3",,"386 95 0,18",---,,"54,87","6,88",2004-12
60,58 SNIEZKA,"2,72","13,1",,"385 94 0,18","1,3",,"141,46","14,20",2004-12
61,59 JELFA,"1,14","29,3",,"381 93 0,18","4,5",,"333,35","6,80",2004-12
62,60 ASSECOPOL,"11,91","38,9",,"376 92 0,18","1,3",,"31,58","3,45",2004-12
63,61 CCC,"6,50","29,2",,"367 90 0,17",---,,"56,41","38,40",2004-12
64,62 KOELNER,"5,81","15,0",,"362 89 0,17",---,,"62,24","30,00",2004-12
65,63 SANOK,"3,01","8,3",,"359 88 0,17",---,,"119,10","2,55",2004-12
66,64 EMAX,"5,03","43,5",,"356 87 0,17",---,,"70,73","3,39",2004-12
67,65 POLIFARBC,"0,92","33,5",,"334 82 0,16","2,0",,"364,45","45,09",2004-12
68,66 KROSNO,"2,44","17,5",,"324 79 0,15","2,0",,"132,51","2,53",2004-12
69,67 PROVIMROL,"2,84","11,3",,"309 76 0,14",---,,"109,07","19,96",2004-12
70,68 WSIP,"1,47","9,1",,"306 75 0,14","1,5",,"208,96","31,25",2004-12
71,69 APATOR,"3,95","8,5",,"304 75 0,14","1,9",,"77,15","3,21",2004-12
72,70 AMICA,"1,07","8,0",,"294 72 0,14",---,,"275,81","8,74",2004-12
73,71 PEKAES,"1,07","12,1",,"293 72 0,14","1,2",,"272,72","33,25",2004-12
74,72 FORTE,"1,47","11,7",,"292 72 0,14",---,,"198,59","23,68",2004-12
75,73 DBPBC,"1,61",x,,"292 71 0,14",---,,"181,60","185,70",2004-12
76,74 STALEXP,"3,89","4,8",,"289 71 0,13",---,,"74,19","107,76",2004-12
77,75 09KWIAT,"0,89","6,0",,"285 70 0,13",---,,"319,41","22,54",2004-12
0,,,,,,dywidendy (%),,księgowa (mln zł),emisji (mln),2005-01
1,Shares,P/BV,P/E,,Market capitalisation at the period-end (mil),Dividend,,Book,Shares,2005-01
2,,,,,PLN EUR %,yield (%),,value (PLN mil),outstanding (mil),2005-01
3,1 TPSA,"1,81","15,5",,"27 300 6 740 13,15","0,6",,"15 072,66","1 400,00",2005-01
4,2 PKOBP,"3,46","18,3",,"26 500 6 543 12,76",---,,"7 665,45","1 000,00",2005-01
5,3 PEKAO,"2,99","19,1",,"22 225 5 487 10,71","3,4",,"7 443,58","166,48",2005-01
6,4 PKNORLEN,"1,51","7,7",,"16 253 4 013 7,83","1,7",,"10 765,17","427,71",2005-01
7,5 BANKBPH,"2,50","22,0",,"14 114 3 485 6,80","1,8",,"5 652,84","28,72",2005-01
8,6 HANDLOWY,"1,31","22,6",,"7 853 1 939 3,78","3,1",,"6 002,14","130,66",2005-01
9,7 BZWBK,"2,39","20,8",,"6 844 1 690 3,30","0,3",,"2 866,43","72,96",2005-01
10,8 KGHM,"1,11","3,3",,"5 520 1 363 2,66",---,,"4 966,57","200,00",2005-01
11,9 ZYWIEC,"4,77","21,1",,"5 407 1 335 2,60","4,2",,"1 134,33","11,34",2005-01
12,10 INGBSK,"1,73","23,4",,"5 113 1 262 2,46","0,2",,"2 956,49","13,01",2005-01
13,11 AGORA,"2,97","114,9",,"3 224 796 1,55",---,,"1 086,61","56,76",2005-01
14,12 BRE,"1,37","81,3",,"3 072 759 1,48",---,,"2 245,46","28,71",2005-01
15,13 SWIECIE,"3,71","8,9",,"2 745 678 1,32","9,1",,"740,52","50,00",2005-01
16,14 MILLENNIUM,"1,35","11,2",,"2 692 665 1,30",---,,"1 994,90","849,18",2005-01
17,15 KREDYTB,"1,88",x,,"2 622 647 1,26",---,,"1 397,65","271,66",2005-01
18,16 TVN,"12,36","19,6",,"2 619 647 1,26",---,,"211,86","65,80",2005-01
19,17 BORYSZEW,"11,19","31,1",,"2 408 595 1,16","0,5",,"215,19","119,21",2005-01
20,18 GTC,"1,47","54,7",,"2 027 500 0,98","2,0",,"1 382,70","19,87",2005-01
21,19 PROKOM,"2,69","33,3",,"1 841 454 0,89",---,,"684,85","13,89",2005-01
22,20 WARTA,"2,66","21,9",,"1 703 420 0,82",---,,"639,72","8,13",2005-01
23,21 NETIA,"0,72","7,7",,"1 591 393 0,77",---,,"2 224,50","370,04",2005-01
24,22 KETY,"3,44","16,3",,"1 444 356 0,70","1,9",,"419,68","10,50",2005-01
25,23 CERSANIT,"3,80","13,8",,"1 436 354 0,69",---,,"377,74","13,29",2005-01
26,24 GRAJEWO,"2,73","15,2",,"1 275 315 0,61","4,8",,"466,19","6,20",2005-01
27,25 DEBICA,"1,94","9,9",,"1 255 310 0,60","8,6",,"646,17","13,80",2005-01
28,26 BUDIMEX,"2,43","337,5",,"1 251 309 0,60",---,,"514,58","25,53",2005-01
29,27 GETIN,"2,78",x,,"1 077 266 0,52",---,,"387,40","315,00",2005-01
30,28 FORTISPL,"1,87","16,4",,"1 071 264 0,52",---,,"572,26","15,08",2005-01
31,29 ORBIS,"0,84","20,8",,"1 064 263 0,51","1,5",,"1 265,37","46,08",2005-01
32,30 LPP,"5,50","30,0",,"995 246 0,48",---,,"180,82","1,70",2005-01
33,31 ECHO,"2,24","27,0",,"817 202 0,39",---,,"363,91","10,50",2005-01
34,32 COMPLAND,"4,04","45,0",,"800 197 0,39",---,,"197,71","6,86",2005-01
35,33 PGF,"4,33","17,6",,"771 190 0,37","3,2",,"178,17","12,24",2005-01
36,34 NFIEMF,"1,18",x,,"722 178 0,35",---,,"612,43","109,41",2005-01
37,35 FARMACOL,"2,33","12,6",,"697 172 0,34",---,,"299,51","23,40",2005-01
38,36 DUDA,"5,43","30,3",,"675 167 0,33",---,,"124,27","4,82",2005-01
39,37 BOS,"1,03","16,9",,"627 155 0,30","0,2",,"606,56","13,20",2005-01
40,38 NORDEABP,"1,24","35,8",,"608 150 0,29",---,,"491,32","33,62",2005-01
41,39 POLFKUTNO,"3,31","26,1",,"601 148 0,29",---,,"181,69","1,88",2005-01
42,40 IMPEXMET,"1,28","22,4",,"579 143 0,28",---,,"454,11","10,63",2005-01
43,41 PBG,"4,29","37,7",,"578 143 0,28",---,,"134,62","10,53",2005-01
44,42 SOKOLOW,"1,87","13,3",,"560 138 0,27",---,,"298,72","100,86",2005-01
45,43 SOFTBANK,"4,01","27,1",,"555 137 0,27",---,,"138,46","20,95",2005-01
46,44 ELEKTRIM,"1,68","0,9",,"528 130 0,25",---,,"314,91","83,77",2005-01
47,45 POLIMEXMS,"3,06","16,7",,"525 130 0,25","0,7",,"171,71","18,55",2005-01
48,46 GROCLIN,"2,48","12,2",,"520 128 0,25",---,,"209,36","5,50",2005-01
49,47 DWORY,"1,32","8,2",,"496 122 0,24",---,,"376,41","12,75",2005-01
50,48 STALPROD,"2,63","7,5",,"491 121 0,24","1,7",,"186,95","6,73",2005-01
51,49 GRUPAONET,"8,82","20,5",,"484 119 0,23",---,,"54,87","6,88",2005-01
52,50 INTERCARS,"5,41","28,1",,"479 118 0,23","0,4",,"88,55","11,82",2005-01
53,51 COMARCH,"4,27","27,3",,"476 118 0,23",---,,"111,58","6,85",2005-01
54,52 DZPOLSKA,"2,23","173,7",,"472 116 0,23",---,,"211,03","41,00",2005-01
55,53 FORTWRO,"1,11","45,5",,"463 114 0,22","1,1",,"418,91","50,60",2005-01
56,54 MENNICA,"1,75","16,0",,"457 113 0,22","1,4",,"260,52","6,57",2005-01
57,55 KRUSZWICA,"2,47","12,6",,"452 111 0,22",---,,"182,73","12,94",2005-01
58,56 KOELNER,"6,27","16,2",,"390 96 0,19",---,,"62,24","30,00",2005-01
59,57 SNIEZKA,"2,70","13,0",,"382 94 0,18","1,3",,"141,46","14,20",2005-01
60,58 KOGENERA,"0,63","17,4",,"374 92 0,18","2,2",,"597,92","14,90",2005-01
61,59 JELFA,"1,10","28,1",,"365 90 0,18","4,7",,"333,35","6,80",2005-01
62,60 ASSECOPOL,"11,42","37,3",,"361 89 0,17","1,4",,"31,58","3,45",2005-01
63,61 CCC,"6,26","28,1",,"353 87 0,17",---,,"56,41","38,40",2005-01
64,62 SANOK,"2,94","8,1",,"350 86 0,17",---,,"119,10","2,55",2005-01
65,63 POLIFARBC,"0,93","33,9",,"338 83 0,16","2,0",,"364,45","45,09",2005-01
66,64 EMAX,"4,64","40,1",,"328 81 0,16",---,,"70,73","3,39",2005-01
67,65 KROSNO,"2,44","17,5",,"324 80 0,16","2,0",,"132,51","2,53",2005-01
68,66 09KWIAT,"0,97","6,6",,"311 77 0,15",---,,"319,41","22,54",2005-01
69,67 PEKAES,"1,11","12,6",,"303 75 0,15","1,2",,"272,72","33,25",2005-01
70,68 DBPBC,"1,62",x,,"293 72 0,14",---,,"181,60","185,70",2005-01
71,69 SPIN,"9,34",x,,"288 71 0,14",---,,"30,86","5,53",2005-01
72,70 APATOR,"3,72","8,0",,"287 71 0,14","2,0",,"77,15","3,21",2005-01
73,71 WSIP,"1,35","8,4",,"283 70 0,14","1,6",,"208,96","31,25",2005-01
74,72 TUEUROPA,"3,36","17,4",,"279 69 0,13",---,,"82,90","7,88",2005-01
75,73 AMICA,"1,01","7,5",,"278 69 0,13",---,,"275,81","8,74",2005-01
76,74 FORTE,"1,38","11,0",,"275 68 0,13",---,,"198,59","23,68",2005-01
77,75 JUPITER,"1,73",x,,"271 67 0,13",---,,"156,43","52,07",2005-01
0,,,,,,dywidendy (%),,księgowa (mln zł),emisji (mln),2005-02
1,Shares,P/BV,P/E,,Market capitalisation at the period-end (mil),Dividend,,Book,Shares,2005-02
2,,,,,PLN EUR %,yield (%),,value (PLN mil),outstanding (mil),2005-02
3,1 TPSA,"2,05","13,7",,"31 920 8 160 13,96","0,5",,"15 601,50","1 400,00",2005-02
4,2 PKOBP,"3,47","18,5",,"28 000 7 158 12,24",---,,"8 066,08","1 000,00",2005-02
5,3 PEKAO,"3,10","18,2",,"24 473 6 256 10,70","3,1",,"7 902,63","166,48",2005-02
6,4 PKNORLEN,"1,85","9,4",,"19 888 5 084 8,70","1,4",,"10 765,17","427,71",2005-02
7,5 BANKBPH,"2,59","19,5",,"15 363 3 927 6,72","1,6",,"5 926,79","28,72",2005-02
8,6 HANDLOWY,"1,39","24,1",,"8 362 2 138 3,66","2,9",,"6 002,14","130,66",2005-02
9,7 BZWBK,"2,51","17,1",,"7 588 1 940 3,32","0,3",,"3 021,95","72,96",2005-02
10,8 KGHM,"1,33","4,0",,"6 600 1 687 2,89",---,,"4 966,57","200,00",2005-02
11,9 INGBSK,"1,87","16,0",,"5 868 1 500 2,57","0,2",,"3 135,96","13,01",2005-02
12,10 ZYWIEC,"4,91","20,5",,"5 668 1 449 2,48","4,0",,"1 153,42","11,34",2005-02
13,11 AGORA,"3,17","53,7",,"3 564 911 1,56",---,,"1 124,69","56,76",2005-02
14,12 BRE,"1,90",x,,"3 532 903 1,54",---,,"1 861,94","28,71",2005-02
15,13 TVN,"14,44","22,9",,"3 060 782 1,34",---,,"211,86","65,80",2005-02
16,14 KREDYTB,"2,10",x,,"2 934 750 1,28",---,,"1 397,65","271,66",2005-02
17,15 BORYSZEW,"12,73","37,2",,"2 933 750 1,28","0,4",,"230,33","119,21",2005-02
18,16 MILLENNIUM,"1,46","12,1",,"2 913 745 1,27",---,,"1 994,90","849,18",2005-02
19,17 SWIECIE,"3,91","9,3",,"2 895 740 1,27","8,6",,"740,52","50,00",2005-02
20,18 GTC,"1,52","56,5",,"2 096 536 0,92","1,9",,"1 382,70","19,96",2005-02
21,19 PROKOM,"2,89","35,8",,"1 979 506 0,87",---,,"684,85","13,89",2005-02
22,20 WARTA,"2,66","24,2",,"1 739 445 0,76",---,,"653,11","8,13",2005-02
23,21 NETIA,"0,75","8,1",,"1 664 425 0,73",---,,"2 224,50","372,30",2005-02
24,22 CERSANIT,"3,66","13,7",,"1 436 367 0,63",---,,"392,47","13,29",2005-02
25,23 GRAJEWO,"2,71","15,8",,"1 303 333 0,57","4,7",,"480,38","6,20",2005-02
26,24 FORTISPL,"2,17","17,3",,"1 289 330 0,56",---,,"594,99","15,08",2005-02
27,25 KETY,"2,96","13,8",,"1 276 326 0,56","2,1",,"431,58","8,93",2005-02
28,26 BUDIMEX,"2,52","1652,5",,"1 251 320 0,55",---,,"496,57","25,53",2005-02
29,27 LPP,"5,68","25,3",,"1 160 297 0,51",---,,"204,06","1,70",2005-02
30,28 GETIN,"2,87",x,,"1 112 284 0,49",---,,"387,40","315,00",2005-02
31,29 DEBICA,"1,69","11,5",,"1 090 279 0,48","9,9",,"646,77","13,80",2005-02
32,30 ORBIS,"0,83","20,5",,"1 051 269 0,46","1,5",,"1 265,37","46,08",2005-02
33,31 COMPLAND,"4,44","49,4",,"879 225 0,38",---,,"197,71","6,86",2005-02
34,32 CIECH,"1,55","11,7",,"868 222 0,38","0,1",,"558,75","28,00",2005-02
35,33 ECHO,"2,22","26,7",,"807 206 0,35",---,,"363,91","10,50",2005-02
36,34 PGF,"4,05","16,5",,"722 185 0,32","3,4",,"178,17","12,24",2005-02
37,35 FARMACOL,"2,41","13,0",,"721 184 0,32",---,,"299,51","23,40",2005-02
38,36 NFIEMF,"1,13",x,,"711 182 0,31",---,,"629,46","109,41",2005-02
39,37 NORDEABP,"1,37","39,6",,"672 172 0,29",---,,"491,32","33,62",2005-02
40,38 BOS,"1,07","17,4",,"647 165 0,28","0,2",,"606,56","13,20",2005-02
41,39 DUDA,"5,16","28,7",,"641 164 0,28",---,,"124,27","4,82",2005-02
42,40 SOFTBANK,"4,00","20,8",,"635 162 0,28",---,,"158,64","20,95",2005-02
43,41 PBG,"4,47","39,3",,"602 154 0,26",---,,"134,62","10,53",2005-02
44,42 IMPEXMET,"1,33","13,3",,"601 154 0,26",---,,"450,09","10,63",2005-02
45,43 POLFKUTNO,"3,03","43,9",,"544 139 0,24",---,,"179,42","1,88",2005-02
46,44 ELEKTRIM,"1,72","0,9",,"540 138 0,24",---,,"314,91","83,77",2005-02
47,45 GROCLIN,"2,46","12,3",,"531 136 0,23",---,,"215,91","5,50",2005-02
48,46 SOKOLOW,"1,51","12,1",,"509 130 0,22",---,,"338,30","100,86",2005-02
49,47 POLIMEXMS,"2,94","16,0",,"505 129 0,22","0,7",,"171,71","18,55",2005-02
50,48 DWORY,"1,31","9,3",,"504 129 0,22",---,,"384,92","12,75",2005-02
51,49 MENNICA,"1,88","17,1",,"489 125 0,21","1,3",,"260,52","6,57",2005-02
52,50 STALPROD,"2,39","7,1",,"477 122 0,21","1,8",,"199,99","6,73",2005-02
53,51 GRUPAONET,"8,51","19,7",,"467 119 0,20",---,,"54,87","6,88",2005-02
54,52 COMARCH,"4,18","26,7",,"466 119 0,20",---,,"111,58","6,85",2005-02
55,53 FORTWRO,"1,07","44,2",,"460 118 0,20","1,1",,"429,15","50,60",2005-02
56,54 INTERCARS,"4,87","22,7",,"455 116 0,20","0,4",,"93,38","11,82",2005-02
57,55 DZPOLSKA,"2,12","106,5",,"451 115 0,20",---,,"212,28","41,00",2005-02
58,56 KOELNER,"3,09","21,3",,"432 110 0,19",---,,"139,94","30,00",2005-02
59,57 KRUSZWICA,"2,19","11,3",,"423 108 0,18",---,,"192,78","12,94",2005-02
60,58 JELFA,"1,24","43,8",,"422 108 0,18","4,0",,"338,68","6,80",2005-02
61,59 EUROCASH,"2,93","20,2",,"416 106 0,18",---,,"142,01","127,74",2005-02
62,60 CCC,"7,35","33,0",,"415 106 0,18",---,,"56,41","38,40",2005-02
63,61 KOGENERA,"0,65","19,1",,"408 104 0,18","2,0",,"624,49","14,90",2005-02
64,62 SNIEZKA,"2,86","13,8",,"405 103 0,18","1,2",,"141,46","14,20",2005-02
65,63 ASSECOPOL,"12,24","40,0",,"386 99 0,17","1,3",,"31,58","3,45",2005-02
66,64 EMAX,"4,24","36,4",,"347 89 0,15",---,,"81,88","3,39",2005-02
67,65 PEKAES,"1,20","13,6",,"328 84 0,14","1,1",,"272,72","33,25",2005-02
68,66 POLIFARBC,"0,89","32,6",,"325 83 0,14","2,1",,"364,45","45,09",2005-02
69,67 09KWIAT,"0,93","5,0",,"321 82 0,14",---,,"343,60","22,54",2005-02
70,68 KROSNO,"2,26","16,5",,"306 78 0,13","2,1",,"135,07","2,53",2005-02
71,69 SPIN,"1,02","78,1",,"304 78 0,13",---,,"297,57","5,53",2005-02
72,70 DBPBC,"1,64",x,,"297 76 0,13",---,,"180,68","185,70",2005-02
73,71 APATOR,"3,41","8,4",,"297 76 0,13","1,9",,"87,06","3,21",2005-02
74,72 SANOK,"2,41","7,2",,"290 74 0,13",---,,"120,33","2,55",2005-02
75,73 PROVIMROL,"2,51","10,0",,"273 70 0,12",---,,"109,07","19,96",2005-02
76,74 TUEUROPA,"3,22","16,7",,"273 70 0,12",---,,"84,76","7,88",2005-02
77,75 FORTE,"1,37","10,9",,"272 70 0,12",---,,"198,59","23,68",2005-02
0,,,,,,dywidendy (%),,księgowa (mln zł),emisji (mln),2005-03
1,Shares,P/BV,P/E,,Market capitalisation at the period-end (mil),Dividend,,Book,Shares,2005-03
2,,,,,PLN EUR %,yield (%),,value (PLN mil),outstanding (mil),2005-03
3,1 TPSA,"1,91","12,8",,"29 820 7 302 13,51","0,6",,"15 601,50","1 400,00",2005-03
4,2 PKOBP,"3,45","18,4",,"27 800 6 808 12,60",---,,"8 066,08","1 000,00",2005-03
5,3 PEKAO,"2,94","17,3",,"23 224 5 687 10,52","3,2",,"7 903,63","166,48",2005-03
6,4 PKNORLEN,"1,71","7,6",,"19 504 4 776 8,84","1,4",,"11 427,30","427,71",2005-03
7,5 BANKBPH,"2,43","18,3",,"14 416 3 530 6,53","1,7",,"5 926,79","28,72",2005-03
8,6 HANDLOWY,"1,46","21,5",,"9 016 2 208 4,09","2,7",,"6 159,58","130,66",2005-03
9,7 BZWBK,"2,41","16,4",,"7 296 1 787 3,31","0,3",,"3 021,95","72,96",2005-03
10,8 KGHM,"1,15","4,4",,"6 160 1 508 2,79",---,,"5 336,14","200,00",2005-03
11,9 INGBSK,"1,82","15,6",,"5 698 1 395 2,58","0,2",,"3 135,96","13,01",2005-03
12,10 ZYWIEC,"4,82","20,1",,"5 554 1 360 2,52","4,1",,"1 153,42","11,34",2005-03
13,11 BRE,"1,96",x,,"3 647 893 1,65",---,,"1 861,94","28,71",2005-03
14,12 AGORA,"2,98","50,6",,"3 354 821 1,52",---,,"1 124,69","56,76",2005-03
15,13 MILLENNIUM,"1,44","11,9",,"2 870 703 1,30",---,,"1 994,90","849,18",2005-03
16,14 TVN,"9,01","14,1",,"2 685 657 1,22",---,,"297,82","65,80",2005-03
17,15 SWIECIE,"3,58","8,5",,"2 650 649 1,20","7,5",,"740,52","50,00",2005-03
18,16 KREDYTB,"1,80","14,2",,"2 635 645 1,19",---,,"1 459,95","271,66",2005-03
19,17 BORYSZEW,"9,66","28,2",,"2 224 545 1,01","0,5",,"230,33","91,16",2005-03
20,18 GTC,"1,77","18,9",,"2 156 528 0,98","1,9",,"1 219,62","19,96",2005-03
21,19 PROKOM,"2,49","75,2",,"1 785 437 0,81",---,,"718,07","13,89",2005-03
22,20 WARTA,"2,54","23,1",,"1 658 406 0,75",---,,"653,11","8,13",2005-03
23,21 NETIA,"0,68","9,7",,"1 552 380 0,70",---,,"2 285,84","373,19",2005-03
24,22 CERSANIT,"3,73","14,0",,"1 462 358 0,66",---,,"392,47","13,29",2005-03
25,23 FORTISPL,"2,15","17,2",,"1 282 314 0,58",---,,"594,99","15,08",2005-03
26,24 LPP,"6,18","27,5",,"1 261 309 0,57",---,,"204,06","1,70",2005-03
27,25 BUDIMEX,"2,47","1622,2",,"1 228 301 0,56",---,,"496,57","25,53",2005-03
28,26 GRAJEWO,"2,52","14,7",,"1 213 297 0,55","5,1",,"480,38","6,20",2005-03
29,27 ORBIS,"0,88","20,0",,"1 120 274 0,51","1,4",,"1 267,87","46,08",2005-03
30,28 DEBICA,"1,68","11,4",,"1 084 265 0,49","9,9",,"646,77","13,80",2005-03
31,29 KETY,"2,45","11,4",,"1 058 259 0,48","2,5",,"431,58","8,93",2005-03
32,30 GETIN,"2,68","163,8",,"1 055 258 0,48",---,,"393,45","315,00",2005-03
33,31 ECHO,"2,18","23,7",,"809 198 0,37",---,,"371,32","10,50",2005-03
34,32 CIECH,"1,42","9,9",,"806 197 0,37","0,1",,"567,27","28,00",2005-03
35,33 BIOTON,"4,16","130,5",,"763 187 0,35",---,,"183,49","177,78",2005-03
36,34 COMPLAND,"3,75","54,3",,"745 182 0,34",---,,"198,62","6,86",2005-03
37,35 FARMACOL,"2,21","12,0",,"702 172 0,32",---,,"318,33","23,40",2005-03
38,36 NFIEMF,"1,09",x,,"689 169 0,31",---,,"629,46","109,41",2005-03
39,37 PGF,"3,75","16,4",,"678 166 0,31","3,6",,"180,58","12,24",2005-03
40,38 BOS,"1,04","17,0",,"634 155 0,29","0,2",,"606,56","13,20",2005-03
41,39 NORDEABP,"1,24","169,3",,"625 153 0,28",---,,"503,23","33,62",2005-03
42,40 POLFKUTNO,"3,45","50,0",,"619 152 0,28",---,,"179,42","1,88",2005-03
43,41 SOFTBANK,"3,88","20,2",,"616 151 0,28",---,,"158,64","20,95",2005-03
44,42 DUDA,"3,34","25,7",,"605 148 0,27",---,,"181,31","48,20",2005-03
45,43 GROCLIN,"2,62","13,1",,"567 139 0,26",---,,"215,91","5,50",2005-03
46,44 PBG,"3,94","30,7",,"561 137 0,25",---,,"142,37","10,53",2005-03
47,45 SOKOLOW,"1,62","13,0",,"550 135 0,25",---,,"338,30","100,86",2005-03
